TRANSACTION ID,DATE,TRANSACTION DETAILS,DESCRIPTION,CATEGORY,PAYMENT METHOD,WITHDRAWAL AMT,DEPOSIT AMT
TRX20220328123521,6-Jan-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,206.0,
TRX20220328123522,6-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Unspecified,501.85,
TRX20220328123523,6-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,580.74,
TRX20220328123524,6-Jan-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,229.63,
TRX20220328123525,6-Jan-24,School Fees,Fees for children's school,Education,Bank transfer,500.0,
TRX20220328123526,6-Jan-24,Health Insurance,Monthly health insurance premium,Insurance,Online banking,150.0,
TRX20220328123527,6-Jan-24,Coffee Shop,Expenses for coffee and snacks,Dining,Cash,20.0,
TRX20220328123528,7-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,481.75,
TRX20220328123529,7-Jan-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,802.97,
TRX20220328123530,7-Jan-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,948.88,
TRX20220328123531,7-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,718.72,
TRX20220328123532,7-Jan-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,991.72,
TRX20220328123533,7-Jan-24,Meals,Charges for meals,Other Expenses,Online payment,465.69,
TRX20220328123534,7-Jan-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,227.3,
TRX20220328123535,7-Jan-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,469.08,
TRX20220328123536,7-Jan-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,758.21,
TRX20220328123537,7-Jan-24,Electricity Bill,Monthly electricity utility bill,Utilities,Direct debit,70.0,
TRX20220328123538,7-Jan-24,Bookstore,Purchase of books,Shopping,Debit Card,50.0,
TRX20220328123539,7-Jan-24,Car Maintenance,Routine car maintenance,Transportation,Online banking,200.0,
TRX20220328123540,8-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Unspecified,928.3,
TRX20220328123541,8-Jan-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,345.6,
TRX20220328123542,8-Jan-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,694.3,
TRX20220328123543,8-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,41.99,
TRX20220328123544,8-Jan-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,936.68,
TRX20220328123545,8-Jan-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,151.22,
TRX20220328123546,8-Jan-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,162.21,
TRX20220328123547,8-Jan-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,495.19,
TRX20220328123548,8-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,372.0,
TRX20220328123549,8-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Unspecified,141.0,
TRX20220328123550,8-Jan-24,Clothing,Purchase of new clothing,Shopping,Cash,100.0,
TRX20220328123551,8-Jan-24,Internet Subscription,Monthly subscription fee for internet service,Utilities,Direct debit,60.0,
TRX20220328123552,8-Jan-24,Coffee Shop,Expenses for coffee and snacks,Dining,Debit Card,15.0,
TRX20220328123553,8-Jan-24,Salary,Monthly salary,Income/Salary,Bank transfer,,5000.0
TRX20220328123554,9-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,892.0,
TRX20220328123555,9-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,695.0,
TRX20220328123556,9-Jan-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,399.0,
TRX20220328123557,9-Jan-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,234.0,
TRX20220328123558,9-Jan-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,65.0,
TRX20220328123559,9-Jan-24,Housing Rent,Rental payments for housing accommodations,Other Expenses,Direct debit,1100.0,
TRX20220328123560,9-Jan-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,749.0,
TRX20220328123561,9-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,309.0,
TRX20220328123562,9-Jan-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,97.0,
TRX20220328123563,9-Jan-24,Meals,Charges for meals,Other Expenses,Online payment,859.0,
TRX20220328123564,9-Jan-24,Mobile Phone Bill,Monthly bill for mobile phone usage,Utilities,Online banking,40.0,
TRX20220328123565,9-Jan-24,Grocery Shopping,Expenses for weekly grocery shopping,Groceries,Debit Card,230.0,
TRX20220328123566,9-Jan-24,Movie Streaming Subscription,Monthly subscription fee for movie streaming service,Entertainment,Direct debit,15.0,
TRX20220328123567,10-Jan-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,667.0
TRX20220328123568,10-Jan-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,870.0
TRX20220328123569,10-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Unspecified,517.0,
TRX20220328123570,10-Jan-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,19.0,
TRX20220328123571,10-Jan-24,Meals,Charges for meals,Other Expenses,Online payment,610.0,
TRX20220328123572,10-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,89.0,
TRX20220328123573,10-Jan-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,633.0,
TRX20220328123574,10-Jan-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,765.0,
TRX20220328123575,10-Jan-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,89.0,
TRX20220328123576,10-Jan-24,Dining Out,Expenses for dining out,Dining,Cash,75.0,
TRX20220328123577,10-Jan-24,Gym Membership,Monthly membership fee for gym,Health & Fitness,Debit Card,70.0,
TRX20220328123578,10-Jan-24,Gas Bill,Monthly gas utility bill,Utilities,Direct debit,45.0,
TRX20220328123579,10-Jan-24,Dining Out,Expenses for dining out,Dining,Cash,85.0,
TRX20220328123580,11-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,422.0,
TRX20220328123581,11-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,633.0,
TRX20220328123582,11-Jan-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,750.0
TRX20220328123583,11-Jan-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,321.0,
TRX20220328123584,11-Jan-24,Meals,Charges for meals,Other Expenses,Online payment,777.0,
TRX20220328123585,11-Jan-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,92.0,
TRX20220328123586,11-Jan-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,498.0,
TRX20220328123587,11-Jan-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,854.0,
TRX20220328123588,11-Jan-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,726.0,
TRX20220328123589,11-Jan-24,Car Insurance,Annual car insurance premium,Insurance,Bank transfer,1200.0,
TRX20220328123590,11-Jan-24,School Fees,Fees for children's school,Education,Online banking,500.0,
TRX20220328123591,11-Jan-24,Petrol,Fuel expenses for the car,Transportation,Debit Card,95.0,
TRX20220328123592,12-Jan-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,63.0,
TRX20220328123593,12-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,299.0,
TRX20220328123594,12-Jan-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,286.0,
TRX20220328123595,12-Jan-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,42.0,
TRX20220328123596,12-Jan-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,753.0,
TRX20220328123597,12-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,115.0,
TRX20220328123598,12-Jan-24,Meals,Charges for meals,Other Expenses,Online payment,382.68,
TRX20220328123599,12-Jan-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,395.36,
TRX20220328123600,12-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,173.35,
TRX20220328123601,12-Jan-24,Health Insurance,Monthly health insurance premium,Insurance,Online banking,150.0,
TRX20220328123602,13-Jan-24,Home Ownership,Unspecified,Other Expenses,Unspecified,4.94,
TRX20220328123603,13-Jan-24,Home Ownership,Unspecified,Other Expenses,Unspecified,703.98,
TRX20220328123604,13-Jan-24,Meals,Charges for meals,Other Expenses,Online payment,696.95,
TRX20220328123605,13-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,845.87,
TRX20220328123606,13-Jan-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,731.82,
TRX20220328123607,13-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,863.3,
TRX20220328123608,13-Jan-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,860.88,
TRX20220328123609,13-Jan-24,Home Ownership,Unspecified,Other Expenses,Unspecified,978.16,
TRX20220328123610,13-Jan-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,859.51,
TRX20220328123611,13-Jan-24,Electronics Purchase,Purchase of new laptop,Shopping,Debit Card,3500.0,
TRX20220328123612,13-Jan-24,Savings Deposit,Monthly savings deposit,Savings,Unspecified,2000.0,
TRX20220328123613,14-Jan-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,551.81,
TRX20220328123614,14-Jan-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,458.85,
TRX20220328123615,14-Jan-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,654.25,
TRX20220328123616,14-Jan-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,392.9,
TRX20220328123617,14-Jan-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,708.96,
TRX20220328123618,14-Jan-24,Meals,Charges for meals,Other Expenses,Online payment,345.93,
TRX20220328123619,14-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,447.43,
TRX20220328123620,14-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,192.0,
TRX20220328123621,14-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,811.0,
TRX20220328123622,15-Jan-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,560.0,
TRX20220328123623,15-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,335.0,
TRX20220328123624,15-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,607.0,
TRX20220328123625,15-Jan-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,898.0,
TRX20220328123626,15-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,423.0,
TRX20220328123627,15-Jan-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,669.0,
TRX20220328123628,15-Jan-24,Internet Subscription,Monthly subscription fee for internet service,Utilities,Direct debit,60.0,
TRX20220328123629,15-Jan-24,Grocery Shopping,Expenses for weekly grocery shopping,Groceries,Debit Card,240.0,
TRX20220328123630,16-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,255.0,
TRX20220328123631,16-Jan-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,785.0,
TRX20220328123632,16-Jan-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,95.0,
TRX20220328123633,16-Jan-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,366.0,
TRX20220328123634,16-Jan-24,Car Maintenance,Routine car maintenance,Transportation,Online banking,220.0,
TRX20220328123635,16-Jan-24,Investment,Investment in stocks,Investment,Bank transfer,500.0,
TRX20220328123636,17-Jan-24,Home Ownership,Unspecified,Other Expenses,Unspecified,504.0,
TRX20220328123637,17-Jan-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,29.0,
TRX20220328123638,17-Jan-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,899.0,
TRX20220328123639,17-Jan-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,684.0,
TRX20220328123640,17-Jan-24,Electricity Bill,Monthly electricity utility bill,Utilities,Direct debit,75.0,
TRX20220328123641,17-Jan-24,Bookstore,Purchase of books,Shopping,Debit Card,60.0,
TRX20220328123642,18-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,51.0,
TRX20220328123643,18-Jan-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,823.0,
TRX20220328123644,18-Jan-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,285.0,
TRX20220328123645,18-Jan-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,600.0,
TRX20220328123646,18-Jan-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,68.0,
TRX20220328123647,18-Jan-24,Health Insurance,Monthly health insurance premium,Insurance,Online banking,160.0,
TRX20220328123648,18-Jan-24,Movie Tickets,Expenses for movie tickets,Entertainment,Online payment,35.0,
TRX20220328123649,19-Jan-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,385.0,
TRX20220328123650,19-Jan-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,899.0,
TRX20220328123651,19-Jan-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,17.0,
TRX20220328123652,19-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,982.0,
TRX20220328123653,19-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,102.0,
TRX20220328123654,19-Jan-24,Mobile Phone Bill,Monthly bill for mobile phone usage,Utilities,Online banking,42.0,
TRX20220328123655,19-Jan-24,Shopping,Shopping expenses,Shopping,Cash,200.0,
TRX20220328123656,20-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,63.0,
TRX20220328123657,20-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,893.0,
TRX20220328123658,20-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,422.0,
TRX20220328123659,20-Jan-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,189.0,
TRX20220328123660,20-Jan-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,756.0,
TRX20220328123661,20-Jan-24,Gym Membership,Monthly membership fee for gym,Health & Fitness,Debit Card,75.0,
TRX20220328123662,20-Jan-24,Utilities Deposit,Deposit for utilities bill correction,Utilities,Unspecified,150.0,
TRX20220328123663,20-Jan-24,Home Ownership,Unspecified,Other Expenses,Unspecified,442.0,
TRX20220328123664,21-Jan-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,315.0,
TRX20220328123665,21-Jan-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,47.0,
TRX20220328123666,21-Jan-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,810.0,
TRX20220328123667,21-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,28.0,
TRX20220328123668,21-Jan-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,672.0,
TRX20220328123669,21-Jan-24,Car Insurance,Annual car insurance premium,Insurance,Bank transfer,1300.0,
TRX20220328123670,21-Jan-24,Dining Out,Expenses for dining out,Dining,Cash,90.0,
TRX20220328123671,21-Jan-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,29.0,
TRX20220328123672,22-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,217.0,
TRX20220328123673,22-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,948.0,
TRX20220328123674,22-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,75.0,
TRX20220328123675,22-Jan-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,431.0,
TRX20220328123676,22-Jan-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,894.0,
TRX20220328123677,22-Jan-24,Travel,Travel expenses for vacation,Travel,Debit Card,1000.0,
TRX20220328123678,22-Jan-24,Investment Returns,Returns from investment,Investment,Unspecified,300.0,
TRX20220328123679,22-Jan-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,376.0,
TRX20220328123680,22-Jan-24,Home Ownership,Unspecified,Other Expenses,Unspecified,703.98,
TRX20220328123681,22-Jan-24,Housing Rent,Rental payments for housing accommodations,Other Expenses,Direct debit,1100.0,
TRX20220328123682,22-Jan-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,33.0,
TRX20220328123683,22-Jan-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,366.0,
TRX20220328123684,22-Jan-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,785.0,
TRX20220328123685,23-Jan-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,162.0,
TRX20220328123686,23-Jan-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,586.0,
TRX20220328123687,23-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,921.0,
TRX20220328123688,23-Jan-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,19.0,
TRX20220328123689,23-Jan-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,341.0,
TRX20220328123690,23-Jan-24,School Fees,Fees for children's school,Education,Online banking,550.0,
TRX20220328123691,23-Jan-24,Petrol,Fuel expenses for the car,Transportation,Debit Card,105.0,
TRX20220328123692,23-Jan-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,910.0,
TRX20220328123693,23-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,741.0,
TRX20220328123694,23-Jan-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,214.0,
TRX20220328123695,24-Jan-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,743.0,
TRX20220328123696,24-Jan-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,88.0,
TRX20220328123697,24-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,506.0,
TRX20220328123698,24-Jan-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,38.0,
TRX20220328123699,24-Jan-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,957.0,
TRX20220328123700,24-Jan-24,Health Insurance,Monthly health insurance premium,Insurance,Online banking,160.0,
TRX20220328123701,24-Jan-24,Shopping,Shopping expenses,Shopping,Cash,180.0,
TRX20220328123702,24-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,42.0,
TRX20220328123703,24-Jan-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,596.0,
TRX20220328123704,25-Jan-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,358.0,
TRX20220328123705,25-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,72.0,
TRX20220328123706,25-Jan-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,891.0,
TRX20220328123707,25-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,19.0,
TRX20220328123708,25-Jan-24,Internet Subscription,Monthly subscription fee for internet service,Utilities,Direct debit,60.0,
TRX20220328123709,25-Jan-24,Grocery Shopping,Expenses for weekly grocery shopping,Groceries,Debit Card,235.0,
